code,name,postal_code,sub_district_code
11.01.01.2001,KEUDE BAKONGAN,23773,11.01.01
11.01.01.2002,UJONG MANGKI,23773,11.01.01
11.01.01.2003,UJONG PADANG,23773,11.01.01
11.01.01.2004,GAMPONG DRIEN,23773,11.01.01
11.01.01.2015,DARUL IKHSAN,23773,11.01.01
11.01.01.2016,PADANG BEURAHAN,23773,11.01.01
11.01.01.2017,GAMPONG BARO,23773,11.01.01
11.01.02.2001,FAJAR HARAPAN,23771,11.01.02
11.01.02.2002,KRUENG BATEE,23771,11.01.02
11.01.02.2003,PASI KUALA ASAHAN,23771,11.01.02
11.01.02.2004,GUNONG PULO,23771,11.01.02
11.01.02.2005,PULO IE I,23771,11.01.02
11.01.02.2006,JAMBO MANYANG,23771,11.01.02
11.01.02.2007,SIMPANG EMPAT,23771,11.01.02
11.01.02.2008,LIMAU PURUT,23771,11.01.02
11.01.02.2009,PULO KAMBING,23771,11.01.02
11.01.02.2010,KAMPUNG PAYA,23771,11.01.02
11.01.02.2011,KRUENG BATU,23771,11.01.02
11.01.02.2012,KRUENG KLUET,23771,11.01.02
11.01.02.2013,ALUR MAS,23771,11.01.02
11.01.02.2014,KAMPUNG TINGGI,23771,11.01.02
11.01.02.2015,RUAK,23771,11.01.02
11.01.02.2016,SIMPANG LHEE,23771,11.01.02
11.01.02.2017,SUAQ GEURINGGENG,23771,11.01.02
11.01.02.2018,PASI KUALA BA'U,23771,11.01.02
11.01.02.2019,KEDAI PADANG,23771,11.01.02
11.01.02.2020,KOTAFAJAR,23771,11.01.02
11.01.02.2021,GUNUNG PUDUNG,23771,11.01.02
11.01.03.2001,SUAQ BAKUNG,23772,11.01.03
11.01.03.2002,RANTAU BINUANG,23772,11.01.03
11.01.03.2003,BARAT DAYA,23772,11.01.03
11.01.03.2004,SIALANG,23772,11.01.03
11.01.03.2005,KAPEH,23772,11.01.03
11.01.03.2006,PULO IE,23772,11.01.03
11.01.03.2007,KEDAI RUNDING,23772,11.01.03
11.01.03.2008,KEDAI KANDANG,23772,11.01.03
11.01.03.2009,GAMPONG LUAR,23772,11.01.03
11.01.03.2010,UJUNG,23772,11.01.03
11.01.03.2011,JUA,23772,11.01.03
11.01.03.2012,PASI MEURAPAT,23772,11.01.03
11.01.03.2013,UJUNG PASIR,23772,11.01.03
11.01.03.2014,GEULUMBUK,23772,11.01.03
11.01.03.2015,PASIE LEMBANG,23772,11.01.03
11.01.03.2016,UJUNG PADANG,23772,11.01.03
11.01.03.2017,INDRA DAMAI,23772,11.01.03
11.01.04.2001,BAKAU HULU,23761,11.01.04
11.01.04.2002,PADANG BAKAU,23761,11.01.04
11.01.04.2003,MANGGIS HARAPAN,23761,11.01.04
11.01.04.2004,PASAR LAMA,23761,11.01.04
11.01.04.2005,APHA,23761,11.01.04
11.01.04.2006,UJUNG BATU,23761,11.01.04
11.01.04.2007,PAWOH,23761,11.01.04
11.01.04.2008,DALAM,23761,11.01.04
11.01.04.2009,KOTA PALAK,23761,11.01.04
11.01.04.2010,CACANG,23761,11.01.04
11.01.04.2011,TENGAH PISANG,23761,11.01.04
11.01.04.2012,PISANG,23761,11.01.04
11.01.04.2013,HULU PISANG,23761,11.01.04
11.01.04.2014,TENGAH BARU,23761,11.01.04
11.01.04.2015,LEMBAH BARU,23761,11.01.04
11.01.04.2016,PADANG BARU,23761,11.01.04
11.01.05.2001,KUTA BULOH II,23754,11.01.05
11.01.05.2002,KUTA BULOH I,23754,11.01.05
11.01.05.2003,IE DINGEN,23754,11.01.05
11.01.05.2004,DRIEN JALO,23754,11.01.05
11.01.05.2005,JAMBO PAPEUN,23754,11.01.05
11.01.05.2006,BUKET MEUH,23754,11.01.05
11.01.05.2007,BLANG KUALA,23754,11.01.05
11.01.05.2008,ROT TEUNGOH,23754,11.01.05
11.01.05.2009,ALUE BARO,23754,11.01.05
11.01.05.2010,LADANG TUHA,23754,11.01.05
11.01.05.2011,LHOK MAMPLAM,23754,11.01.05
11.01.05.2012,ARUN TUNGGAI,23754,11.01.05
11.01.05.2013,BLANG TEUNGOH,23754,11.01.05
11.01.05.2014,BLANG BLADEH,23754,11.01.05
11.01.05.2015,IE BUBOH,23754,11.01.05
11.01.05.2016,KEUDE MEUKEK,23754,11.01.05
11.01.05.2017,KUTA BARO,23754,11.01.05
11.01.05.2018,TANJUNG HARAPAN,23754,11.01.05
11.01.05.2019,LABUHAN TAROK,23754,11.01.05
11.01.05.2020,LHOK AMAN,23754,11.01.05
11.01.05.2021,ALUE MEUTUAH,23754,11.01.05
11.01.05.2022,LADANG BARO,23754,11.01.05
11.01.05.2023,LABUHAN TAROK II,23754,11.01.05
11.01.06.2001,DALAM,23752,11.01.06
11.01.06.2002,SUBARANG,23752,11.01.06
11.01.06.2003,KUTA BARU,23752,11.01.06
11.01.06.2004,GUNUNG KETEK,23752,11.01.06
11.01.06.2005,LADANG PANTON LUAS,23752,11.01.06
11.01.06.2006,MADAT,23752,11.01.06
11.01.06.2007,ALUR SEUMERAH,23752,11.01.06
11.01.06.2008,TENGAH,23752,11.01.06
11.01.06.2009,GUNUNG CUT,23752,11.01.06
11.01.06.2010,ALUR PINANG,23752,11.01.06
11.01.06.2011,KUTA BLANG,23752,11.01.06
11.01.06.2012,BATEE TUNGGAI,23752,11.01.06
11.01.06.2013,UJUNG TANAH,23752,11.01.06
11.01.06.2014,UJUNG KAMPUNG,23752,11.01.06
11.01.06.2015,JILATANG,23752,11.01.06
11.01.06.2016,LUAR,23752,11.01.06
11.01.06.2017,LUBUK LAYU,23752,11.01.06
11.01.06.2018,SUAQ HULU,23752,11.01.06
11.01.06.2019,TAMPANG,23752,11.01.06
11.01.06.2020,PAYONAN GADANG,23752,11.01.06
11.01.06.2021,GADANG,23752,11.01.06
11.01.06.2022,BARU,23752,11.01.06
11.01.06.2023,LADANG KASIK PUTIH,23752,11.01.06
11.01.06.2024,AIR SIALANG HILIR,23752,11.01.06
11.01.06.2025,AIR SIALANG HULU,23752,11.01.06
11.01.06.2026,AIR SIALANG TENGAH,23752,11.01.06
11.01.06.2027,BALAI,23752,11.01.06
11.01.06.2028,ARAFAH,23752,11.01.06
11.01.07.2001,SIKULAT,23753,11.01.07
11.01.07.2002,SAWANG I,23753,11.01.07
11.01.07.2003,MEULIGO,23753,11.01.07
11.01.07.2004,LHOK PAWOH,23753,11.01.07
11.01.07.2005,SAWANG II,23753,11.01.07
11.01.07.2006,UJUNG KARANG,23753,11.01.07
11.01.07.2007,TRIENG MEUDURO BAROH,23753,11.01.07
11.01.07.2008,TRIENG MEUDURO TUNONG,23753,11.01.07
11.01.07.2009,PANTON LUAS,23753,11.01.07
11.01.07.2010,SIMPANG TIGA,23753,11.01.07
11.01.07.2011,KUTA BARO,23753,11.01.07
11.01.07.2012,BLANG GEULINGGANG,23753,11.01.07
11.01.07.2013,MUTIARA,23753,11.01.07
11.01.07.2014,UJUNG PADANG,23753,11.01.07
11.01.07.2015,SAWANG BA'U,23753,11.01.07
11.01.08.2001,LHOK KEUTAPANG,23718,11.01.08
11.01.08.2002,HILIR,23717,11.01.08
11.01.08.2003,PADANG,23713,11.01.08
11.01.08.2004,HULU,23714,11.01.08
11.01.08.2005,JAMBO APHA,23716,11.01.08
11.01.08.2006,TEPI AIR,23712,11.01.08
11.01.08.2007,PASAR,23711,11.01.08
11.01.08.2008,LHOK BENGKUANG,23715,11.01.08
11.01.08.2009,PANTON LUAS,23711,11.01.08
11.01.08.2010,GUNUNG KERAMBIL,23711,11.01.08
11.01.08.2011,AIR BERUDANG,23711,11.01.08
11.01.08.2012,BATU ITAM,23711,11.01.08
11.01.08.2013,PANJUPIAN,23711,11.01.08
11.01.08.2014,LHOK RUKAM,23711,11.01.08
11.01.08.2015,AIR PINANG,23711,11.01.08
11.01.08.2016,LHOK BENGKUANG TIMUR,23712,11.01.08
11.01.09.2001,KEUDE TRUMON,23774,11.01.09
11.01.09.2002,UJONG TANOH,23774,11.01.09
11.01.09.2003,SIGLENG,23774,11.01.09
11.01.09.2004,IE MEUDAMA,23774,11.01.09
11.01.09.2005,TEUPIN TINGGI,23774,11.01.09
11.01.09.2006,KUTA BARO,23774,11.01.09
11.01.09.2007,PANTON BILIE,23774,11.01.09
11.01.09.2012,KUTA PADANG,23774,11.01.09
11.01.09.2013,RAKET,23774,11.01.09
11.01.09.2014,GAMPONG TEUNGOH,23774,11.01.09
11.01.09.2015,SEUNEUBOK JAYA,23774,11.01.09
11.01.09.2016,PADANG HARAPAN,23774,11.01.09
11.01.10.2001,LADANG TEUNGOH,23755,11.01.10
11.01.10.2002,PUCOK KRUENG,23755,11.01.10
11.01.10.2003,SILOLO,23755,11.01.10
11.01.10.2004,KAMPUNG BARU,23755,11.01.10
11.01.10.2005,PANTON BILI,23755,11.01.10
11.01.10.2006,PAYA ATEUK,23755,11.01.10
11.01.10.2007,LADANG TUHA,23755,11.01.10
11.01.10.2008,MATA IE,23755,11.01.10
11.01.10.2009,UJONG BATEE,23755,11.01.10
11.01.10.2010,LHOK SIALANG CUT,23755,11.01.10
11.01.10.2011,SEUNEUBOK,23755,11.01.10
11.01.10.2012,IE MIRAH,23755,11.01.10
11.01.10.2013,PASIE RASIAN,23755,11.01.10
11.01.10.2014,UJUNG PADANG RASIAN,23755,11.01.10
11.01.10.2015,KRUENG KALEE,23755,11.01.10
11.01.10.2016,LHOK SIALANG RAYEUK,23755,11.01.10
11.01.10.2017,GAMPONG BARO,23755,11.01.10
11.01.10.2018,TEUPIN GAJAH,23755,11.01.10
11.01.10.2019,UJUNG PADANG ASAHAN,23755,11.01.10
11.01.10.2020,PULO IE II,23755,11.01.10
11.01.10.2021,PANTE RAJA,23755,11.01.10
11.01.11.2001,TENGAH PEULUMAT,23758,11.01.11
11.01.11.2002,PAYA PEULUMAT,23758,11.01.11
11.01.11.2003,PADANG PEULUMAT,23758,11.01.11
11.01.11.2004,AUR PEULUMAT,23758,11.01.11
11.01.11.2005,LIMAU SARING,23758,11.01.11
11.01.11.2006,BEUTONG,23758,11.01.11
11.01.11.2007,PEUNEULOP,23758,11.01.11
11.01.11.2008,GUNUNG ROTAN,23758,11.01.11
11.01.11.2009,KEUMUMU HILIR,23758,11.01.11
11.01.11.2010,KEUMUMU HULU,23758,11.01.11
11.01.11.2011,KEUMUMU SEBERANG,23758,11.01.11
11.01.11.2012,SAWANG INDAH,23758,11.01.11
11.01.12.2001,TUTONG,23757,11.01.12
11.01.12.2002,TEUNGOH IBOH,23757,11.01.12
11.01.12.2003,PEULOKAN,23757,11.01.12
11.01.12.2004,KUTA IBOH,23757,11.01.12
11.01.12.2005,UJUNG PADANG,23757,11.01.12
11.01.12.2006,BLANG BARU,23757,11.01.12
11.01.12.2007,BLANG POROH,23757,11.01.12
11.01.12.2008,PULO IE,23757,11.01.12
11.01.12.2009,SUAK LOKAN,23757,11.01.12
11.01.12.2010,IKU LHUENG,23757,11.01.12
11.01.12.2011,KUTA TRIENG,23757,11.01.12
11.01.12.2012,PANTE GEULIMA,23757,11.01.12
11.01.12.2013,PANTON PAWOH,23757,11.01.12
11.01.12.2014,BATEE MEUCANANG,23757,11.01.12
11.01.12.2015,PANTON RUBEK,23757,11.01.12
11.01.13.2001,KOTO,23770,11.01.13
11.01.13.2002,ALUR KEUJRUN,23770,11.01.13
11.01.13.2003,JAMBO PAPAN,23770,11.01.13
11.01.13.2004,MALAKA,23770,11.01.13
11.01.13.2005,KOTO INDARUNG,23770,11.01.13
11.01.13.2006,SIURAI-URAI,23770,11.01.13
11.01.13.2007,KAMPUNG SAWAH,23770,11.01.13
11.01.13.2008,KAMPUNG PADANG,23770,11.01.13
11.01.13.2009,PULO AIR,23770,11.01.13
11.01.13.2010,LAWE MELANG,23770,11.01.13
11.01.13.2011,MERSAK,23770,11.01.13
11.01.13.2012,SIMPANG DUA,23770,11.01.13
11.01.13.2013,SIMPANG TIGA,23770,11.01.13
11.01.14.2001,PAYA DAPUR,23779,11.01.14
11.01.14.2002,SAPIK,23779,11.01.14
11.01.14.2003,ALAI,23779,11.01.14
11.01.14.2004,DURIAN KAWAN,23779,11.01.14
11.01.14.2005,LAWE SAWAH,23779,11.01.14
11.01.14.2006,LAWE BULUH DIDI,23779,11.01.14
11.01.14.2007,PUCUK LEMBANG,23779,11.01.14
11.01.14.2008,PAYA LABA,23779,11.01.14
11.01.14.2009,LAWE CIMANOK,23779,11.01.14
11.01.15.2001,PASIE SEUBADEH,23777,11.01.15
11.01.15.2002,LADANG RIMBA,23777,11.01.15
11.01.15.2003,UJONG PULO RAYEUK,23777,11.01.15
11.01.15.2004,SAWAH TINGKEUM,23777,11.01.15
11.01.15.2005,SIMPANG,23777,11.01.15
11.01.15.2006,UJONG PULO CUT,23777,11.01.15
11.01.15.2008,SEULEUKAT,23777,11.01.15
11.01.16.2005,PINTO RIMBA,23776,11.01.16
11.01.16.2006,KRUENG LUAS,23776,11.01.16
11.01.16.2007,JAMBO DALEM,23776,11.01.16
11.01.16.2008,KAPA SESAK,23776,11.01.16
11.01.16.2009,SEUNEUBOK PUNTO,23776,11.01.16
11.01.16.2010,SEUNEUBOK PUSAKA,23776,11.01.16
11.01.16.2011,ALUR BUJOK,23776,11.01.16
11.01.16.2012,TITI POBEN,23776,11.01.16
11.01.17.2001,BUKET GADENG,23778,11.01.17
11.01.17.2002,RAMBONG,23778,11.01.17
11.01.17.2003,SEUNEUBOK KEURANJI,23778,11.01.17
11.01.17.2004,SEUNEUBOK ALUR BULOH,23778,11.01.17
11.01.17.2005,UJONG TANOH,23778,11.01.17
11.01.17.2006,UJONG GUNONG CUT,23778,11.01.17
11.01.17.2007,UJONG GUNUNG RAYEUK,23778,11.01.17
11.01.17.2008,BEUTONG,23778,11.01.17
11.01.17.2009,JAMBO KEUPOK,23778,11.01.17
11.01.17.2010,ALURDUAMAS,23778,11.01.17
11.01.18.2001,LADANG RIMBA,23775,11.01.18
11.01.18.2002,GUNONG KAPHO,23775,11.01.18
11.01.18.2003,KAMPONG TEUNGOH,23775,11.01.18
11.01.18.2004,KRUENG BATEE,23775,11.01.18
11.01.18.2005,PULO PAYA,23775,11.01.18
11.01.18.2006,JAMBO PAPEUN,23775,11.01.18
11.01.18.2007,COT BAYU,23775,11.01.18
11.01.18.2008,NACA,23775,11.01.18
11.01.18.2009,IE JEUREUNEH,23775,11.01.18
11.01.18.2010,LHOK RAYA,23775,11.01.18
11.02.01.2001,ENGKERAN,24661,11.02.01
11.02.01.2002,RUMAH KAMPUNG,24661,11.02.01
11.02.01.2004,PASIR BANGUN,24661,11.02.01
11.02.01.2006,KUBU,24661,11.02.01
11.02.01.2007,LAWE KONGKER,24661,11.02.01
11.02.01.2008,KUTA CINGKAM II,24661,11.02.01
11.02.01.2009,MUARA BARU,24661,11.02.01
11.02.01.2011,KUTA BATU I,24661,11.02.01
11.02.01.2012,KUTA CINGKAM I,24661,11.02.01
11.02.01.2013,KUTA BATU II,24661,11.02.01
11.02.01.2014,LAWE SEMPILANG,24661,11.02.01
11.02.01.2015,PRAPAT BATU NUNGGUL,24661,11.02.01
11.02.01.2016,PULO SEPANG,24661,11.02.01
11.02.01.2017,RIH MBELANG,24661,11.02.01
11.02.01.2018,KUTE BATU BARU,24661,11.02.01
11.02.01.2019,DARUL AMIN,24661,11.02.01
11.02.01.2020,LAWE LUBANG INDAH,24661,11.02.01
11.02.01.2021,BATU HAMPARAN,24661,11.02.01
11.02.01.2022,PAYE MUNJE,24661,11.02.01
11.02.01.2023,PULO NDADAP,24661,11.02.01
11.02.01.2024,PASIR NUNGGUL,24661,11.02.01
11.02.01.2025,CINGKHAM MEKHANGGUN,24661,11.02.01
11.02.01.2026,PINTU KHIMBE,24661,11.02.01
11.02.01.2027,LAWE KONGKER HILIR,24661,11.02.01
11.02.01.2028,PULO GADUNG,24661,11.02.01
11.02.01.2029,PASIKH PEHKMATE,24661,11.02.01
11.02.01.2030,PASIKH NUNANG,24661,11.02.01
11.02.01.2031,DELENG KUKUSEN,24661,11.02.01
11.02.02.2001,BUKIT MERDEKA,24676,11.02.02
11.02.02.2002,DARUL AMAN,24676,11.02.02
11.02.02.2003,LAWE KESUMPAT,24676,11.02.02
11.02.02.2004,LAWE TUA GABUNGAN,24676,11.02.02
11.02.02.2005,LAWE SIGALA II,24676,11.02.02
11.02.02.2006,LAWE SIGALA TIMUR,24676,11.02.02
11.02.02.2007,LAWE SIGALA BARAT,24676,11.02.02
11.02.02.2008,SUKA DAMAI,24676,11.02.02
11.02.02.2009,KUTE TENGAH,24676,11.02.02
11.02.02.2010,TANAH BARU,24676,11.02.02
11.02.02.2011,KEDATARAN GABUNGAN,24676,11.02.02
11.02.02.2012,GABUNGAN PARSAROAN,24676,11.02.02
11.02.02.2013,LAWE LONING GABUNGAN,24676,11.02.02
11.02.02.2014,LAWE LONING AMAN,24676,11.02.02
11.02.02.2015,SUKA MAJU,24676,11.02.02
11.02.02.2016,LAWE TUA MAKMUR,24676,11.02.02
11.02.02.2017,LAWE TUA PERSATUAN,24676,11.02.02
11.02.02.2018,LAWE SERKE,24676,11.02.02
11.02.02.2019,LAWE RAKAT,24676,11.02.02
11.02.02.2020,SUKA JAYA,24676,11.02.02
11.02.02.2021,ENMIYA BATU DUA RATUS,24676,11.02.02
11.02.02.2022,SEBUNGKE,24676,11.02.02
11.02.02.2023,BUKIT SEPAKAT,24676,11.02.02
11.02.02.2024,LAWE LONING SEPAKAT,24676,11.02.02
11.02.02.2025,LAWE LONING I,24676,11.02.02
11.02.02.2026,GAYA JAYA,24676,11.02.02
11.02.02.2027,GELAH MUSARA,24676,11.02.02
11.02.02.2028,MULIE DAME,24676,11.02.02
11.02.02.2029,LAWE LONING HAKHAPEN,24676,11.02.02
11.02.02.2030,KARYA INDAH,24676,11.02.02
11.02.02.2031,KAYU MBELIN,24676,11.02.02
11.02.02.2032,LAWE SIGALA BARAT JAYA,24676,11.02.02
11.02.02.2033,LAWE PEKHIDINEN,24676,11.02.02
11.02.02.2034,KERTIMBANG,24676,11.02.02
11.02.02.2035,NDAUH NITENGGO,24676,11.02.02
11.02.03.2001,BAMBEL GABUNGAN,24672,11.02.03
11.02.03.2002,KUTA BULUH,24672,11.02.03
11.02.03.2005,LAWE HIJO,24672,11.02.03
11.02.03.2006,PINDING TERUTUNG MEGARA,24672,11.02.03
11.02.03.2009,TERUTUNG MEGARA ASLI,24672,11.02.03
11.02.03.2011,BIAK MULI,24672,11.02.03
11.02.03.2012,KUTE LANG-LANG,24672,11.02.03
11.02.03.2013,PEDESI,24672,11.02.03
11.02.03.2014,TERUTUNG PAYUNG HULU,24672,11.02.03
11.02.03.2015,TERUTUNG PAYUNG HILIR,24672,11.02.03
11.02.03.2016,TUALANG SEMBILAR,24672,11.02.03
11.02.03.2017,KUNING I,24672,11.02.03
11.02.03.2018,KUNING II,24672,11.02.03
11.02.03.2019,CINTA DAMAI,24672,11.02.03
11.02.03.2020,LIKAT,24672,11.02.03
11.02.03.2021,RIKIT,24672,11.02.03
11.02.03.2023,BAMBEL,24672,11.02.03
11.02.03.2025,LAWE KIHING,24672,11.02.03
11.02.03.2026,TERUTUNG SEPERAI,24672,11.02.03
11.02.03.2027,KUTE SERI,24672,11.02.03
11.02.03.2028,KUTA ANTARA,24672,11.02.03
11.02.03.2029,PULO PERENGGE,24672,11.02.03
11.02.03.2031,PULO KENDONDONG,24672,11.02.03
11.02.03.2033,PANCAKH IMAN,24672,11.02.03
11.02.03.2034,BIAK MULI BARU,24672,11.02.03
11.02.03.2035,BIAK MULI PANTAI RAJA,24672,11.02.03
11.02.03.2036,BIAK MULI SEJAHTERA,24672,11.02.03
11.02.03.2037,LEMBAH HAJI,24672,11.02.03
11.02.03.2038,TERUTUNG PAYUNG GABUNGAN,24672,11.02.03
11.02.03.2039,LAWE HIJO METUAH,24672,11.02.03
11.02.03.2040,AMPERA,24672,11.02.03
11.02.03.2041,TEMBILAKH MBAKHU,24672,11.02.03
11.02.03.2042,KUTE LANG-LANG BAKHU,24672,11.02.03
11.02.04.2001,KOTA KUTACANE,24664,11.02.04
11.02.04.2002,PERAPAT HILIR,24664,11.02.04
11.02.04.2003,PERAPAT HULU,24664,11.02.04
11.02.04.2004,MUARA LAWE BULAN,24664,11.02.04
11.02.04.2005,MBARUNG,24664,11.02.04
11.02.04.2006,BATU MBULAN ASLI,24664,11.02.04
11.02.04.2007,BATU MBULAN I,24664,11.02.04
11.02.04.2008,BATU MBULAN II,24664,11.02.04
11.02.04.2009,KAMPUNG RAJA,24664,11.02.04
11.02.04.2010,PULONAS,24664,11.02.04
11.02.04.2011,KAMPUNG MELAYU GABUNGAN,24664,11.02.04
11.02.04.2012,TERUTUNG PEDI,24664,11.02.04
11.02.04.2013,KUTE RIH,24664,11.02.04
11.02.04.2014,GUMPANG JAYA,24664,11.02.04
11.02.04.2015,PULO LATONG,24664,11.02.04
11.02.04.2016,KUTACANE LAMA,24664,11.02.04
11.02.04.2017,BATU MBULAN MBARU,24664,11.02.04
11.02.04.2018,PULO PEDING,24664,11.02.04
11.02.04.2019,MENDABE,24664,11.02.04
11.02.04.2020,UJUNG BARAT,24664,11.02.04
11.02.04.2021,PEKHAPAT TITI PANJANG,24664,11.02.04
11.02.04.2022,PEKHAPAT SEPAKAT,24664,11.02.04
11.02.04.2023,ALAS MARANCAR,24664,11.02.04
11.02.04.2024,BATU MBULAN SEPAKAT,24664,11.02.04
11.02.04.2025,PULO SANGGAKH,24664,11.02.04
11.02.04.2026,MELAYU I,24664,11.02.04
11.02.04.2027,MBARUNG DATUK SAUDANE,24664,11.02.04
11.02.05.2005,SALANG ALAS,24666,11.02.05
11.02.05.2009,KUTA PASIR,24666,11.02.05
11.02.05.2011,PURWODADI,24666,11.02.05
11.02.05.2012,KUTA TINGGI,24666,11.02.05
11.02.05.2013,KAMPUNG BARU,24666,11.02.05
11.02.05.2014,PERANGINAN,24666,11.02.05
11.02.05.2015,NATAM,24666,11.02.05
11.02.05.2025,KUMBANG JAYA,24666,11.02.05
11.02.05.2026,KUMBANG INDAH,24666,11.02.05
11.02.05.2027,NATAM BARU,24666,11.02.05
11.02.05.2029,DELENG MEGAKHE,24666,11.02.05
11.02.05.2030,LAWE BEKUNG,24666,11.02.05
11.02.05.2031,LAWE BEKUNG TAMPAHAN,24666,11.02.05
11.02.05.2032,BADAR INDAH,24666,11.02.05
11.02.05.2033,BATU MBEKHONG,24666,11.02.05
11.02.05.2034,TANAH MERAH,24666,11.02.05
11.02.05.2035,TANOH MEGAKHE,24666,11.02.05
11.02.05.2036,LAWE SEKERAH,24666,11.02.05
11.02.06.2001,PARDOMUAN II,24673,11.02.06
11.02.06.2002,LAWE DESKY I,24673,11.02.06
11.02.06.2003,LAWE DESKY SABAS,24673,11.02.06
11.02.06.2004,PARDOMUAN I,24673,11.02.06
11.02.06.2005,CINTA DAMAI,24673,11.02.06
11.02.06.2006,LAWE PERBUNGA,24673,11.02.06
11.02.06.2007,LAWE DESKY TONGAH,24673,11.02.06
11.02.06.2008,KUTE BAKTI,24673,11.02.06
11.02.06.2010,MUARA SITULEN,24673,11.02.06
11.02.06.2011,SEJAHTERA,24673,11.02.06
11.02.06.2012,KUTE MAKMUR,24673,11.02.06
11.02.06.2013,PARDAMEAN,24673,11.02.06
11.02.06.2014,LAWE MANTIK,24673,11.02.06
11.02.06.2015,CINTA MAKMUR,24673,11.02.06
11.02.06.2016,MUARA SETIA,24673,11.02.06
11.02.06.2017,TANOH ALAS,24673,11.02.06
11.02.06.2018,SEJAHTERA BARU,24673,11.02.06
11.02.06.2024,LAWE TAWAKH,24673,11.02.06
11.02.06.2025,SABILUSSALAM,24673,11.02.06
11.02.06.2026,LAWE DESKY JAYA,24673,11.02.06
11.02.06.2027,PINTU ALAS,24673,11.02.06
11.02.07.2001,GULO,24663,11.02.07
11.02.07.2002,PULO PIKU,24663,11.02.07
11.02.07.2003,TERUTUNG KUTE,24663,11.02.07
11.02.07.2004,KUTE UJUNG,24663,11.02.07
11.02.07.2005,LAWE STUL,24663,11.02.07
11.02.07.2006,KITE MERANGUN,24663,11.02.07
11.02.07.2007,MAMAS,24663,11.02.07
11.02.07.2008,TANJUNG LAMA,24663,11.02.07
11.02.07.2009,TANJUNG MUDA,24663,11.02.07
11.02.07.2010,RAMBUNG TELDAK,24663,11.02.07
11.02.07.2011,TANJUNG AMAN,24663,11.02.07
11.02.07.2012,SRI MUDA,24663,11.02.07
11.02.07.2013,UJUNG BARU,24663,11.02.07
11.02.07.2014,KUTE RAMBE,24663,11.02.07
11.02.07.2015,MAMAS BARU,24663,11.02.07
11.02.07.2016,RAMBUNG JAYA,24663,11.02.07
11.02.07.2017,MAKMUR JAYA,24663,11.02.07
11.02.07.2018,DARUL MAKMUR,24663,11.02.07
11.02.07.2019,TANJUNG BAKHU,24663,11.02.07
11.02.07.2020,PULO GABUNG,24663,11.02.07
11.02.07.2021,KOKHTAN JAYA,24663,11.02.07
11.02.07.2022,ISTIQAMAH,24663,11.02.07
11.02.07.2023,LAWE MAMAS INDAH,24663,11.02.07
11.02.07.2024,TANJUNG LEUSER,24663,11.02.07
11.02.07.2025,SIMPANG IV TANJUNG,24663,11.02.07
11.02.07.2026,LAWE PINIS,24663,11.02.07
11.02.07.2027,BUNTUL KENDAWI,24663,11.02.07
11.02.07.2028,KUNING ABADI,24663,11.02.07
11.02.08.2001,PASIR GALA,24665,11.02.08
11.02.08.2002,PASIR PENJENGAKAN,24665,11.02.08
11.02.08.2003,KUTAMBARU,24665,11.02.08
11.02.08.2004,LAWE SAGU HULU,24665,11.02.08
11.02.08.2005,LAWE SAGU HILIR,24665,11.02.08
11.02.08.2006,KUTE BANTIL,24665,11.02.08
11.02.08.2011,LAWE KOLOK,24665,11.02.08
11.02.08.2012,LAWE RUTUNG,24665,11.02.08
11.02.08.2013,KAMPUNG NANGKA,24665,11.02.08
11.02.08.2014,TENEMBAK JUHAR,24665,11.02.08
11.02.08.2015,SIMPANG EMPAT,24665,11.02.08
11.02.08.2016,KUTA BULUH BOTONG,24665,11.02.08
11.02.08.2017,KATAMBARU BECAWAN,24665,11.02.08
11.02.08.2018,LAWE KINGE,24665,11.02.08
11.02.08.2019,KANDANG MBELANG MANDIRI,24665,11.02.08
11.02.08.2020,MBACANG RACUN,24665,11.02.08
11.02.08.2021,TELAGA MEKAR,24665,11.02.08
11.02.08.2023,PULONAS BARU,24665,11.02.08
11.02.08.2025,KUTA GENTING,24665,11.02.08
11.02.08.2026,PANGGUH,24665,11.02.08
11.02.08.2027,LAWE SAGU,24665,11.02.08
11.02.08.2028,PEKHAPET TIMUR,24665,11.02.08
11.02.08.2029,BAHAGIA,24665,11.02.08
11.02.08.2030,KUTE GALUH ASLI,24665,11.02.08
11.02.09.2001,KUTE LENGAT PANGAN,24671,11.02.09
11.02.09.2002,KUTE LENGAT SELIAN,24671,11.02.09
11.02.09.2003,TUALANG BARU,24671,11.02.09
11.02.09.2004,ALUR BULUH,24671,11.02.09
11.02.09.2005,MAHA SINGKIL,24671,11.02.09
11.02.09.2006,TENEMBAK BINTANG,24671,11.02.09
11.02.09.2007,KUTE LINGGA,24671,11.02.09
11.02.09.2008,RIKIT BUR,24671,11.02.09
11.02.09.2010,KERUKUNAN,24671,11.02.09
11.02.09.2011,LAWE DUA,24671,11.02.09
11.02.09.2012,REMA,24671,11.02.09
11.02.09.2013,BAMBEL BARU,24671,11.02.09
11.02.09.2014,PEJUANG,24671,11.02.09
11.02.09.2015,DARUSSALAM,24671,11.02.09
11.02.09.2016,AMALIAH,24671,11.02.09
11.02.09.2017,SEBUDI JAYA,24671,11.02.09
11.02.09.2018,GUMPANG,24671,11.02.09
11.02.09.2019,KUTE GEKHAT,24671,11.02.09
